News Agency,Tweets Ago,Date,Compound,Positive,Negative,Neutral,Tweet
@CNN,60,Thu Jul 26 05:50:07 +0000 2018,-0.4215,0.0,0.798,0.202,Tweet 60: A Japanese politician has come under fire for questioning whether LGBT taxpayers should receive equal welfare benef… https://t.co/F4SCglpMJs
@CNN,61,Thu Jul 26 05:44:07 +0000 2018,-0.296,0.0,0.885,0.115,"Tweet 61: New Zealand's acting Prime Minister Winston Peters has accused Australia of copying his country's flag, telling its… https://t.co/2yjOSBwC7z"
@CNN,62,Thu Jul 26 05:37:06 +0000 2018,0.2263,0.091,0.909,0.0,"Tweet 62: After years of research, scientists have confirmed that liquid water exists on Mars. This could allow humans to fur… https://t.co/HLjJuhfvDX"
@CNN,63,Thu Jul 26 05:31:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 63: Watch this massive cargo plane pull off a loop-the-loop https://t.co/ySjuGTag20 https://t.co/WpJiCrMY9t
@CNN,64,Thu Jul 26 05:29:06 +0000 2018,-0.0258,0.169,0.656,0.175,Tweet 64: What happened the last time a President chose America's enemies over its friends https://t.co/rcyTfwhYBy https://t.co/Sj00T880dz
@CNN,65,Thu Jul 26 05:21:03 +0000 2018,-0.296,0.0,0.901,0.099,"Tweet 65: When students return to Marjory Stoneman Douglas High School in three weeks, they will no longer have to wear see-t… https://t.co/uSMHMWYEbA"
@CNN,66,Thu Jul 26 05:16:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 66: This is Japan's art island, where the museums were custom-built to exhibit famous works https://t.co/sjvAj0khSv https://t.co/vfzBd06HSG"
@CNN,67,Thu Jul 26 05:14:08 +0000 2018,0.4404,0.172,0.828,0.0,"Tweet 67: I'm almost 9 years sober, and Demi Lovato inspires me | By Nicole Slaughter-Graham via @CNNOpinion… https://t.co/ULLzw3758Z"
@CNN,68,Thu Jul 26 05:07:03 +0000 2018,0.0,0.0,1.0,0.0,Tweet 68: Archaeologists may have unearthed the nearly 400-year-old skeleton of America's second governor… https://t.co/DyiZOvPMC7
@CNN,69,Thu Jul 26 05:01:00 +0000 2018,0.4019,0.153,0.847,0.0,Tweet 69: This Florida police officer helped a homeless man shave to help him land a job at a restaurant… https://t.co/eFWWZuoJmz
@CNN,70,Thu Jul 26 04:59:03 +0000 2018,-0.296,0.0,0.845,0.155,Tweet 70: The controversy over a missing portion of the Trump-Putin news conference transcript https://t.co/jxiXu0Lpt2 https://t.co/D0ouZZ2wzY
@CNN,71,Thu Jul 26 04:53:07 +0000 2018,-0.5994,0.101,0.537,0.362,Tweet 71: Michael Cohen's tape leak could complicate his legal troubles https://t.co/nXOIMwjEJH https://t.co/svtFujr3st
@CNN,72,Thu Jul 26 04:46:00 +0000 2018,0.2263,0.091,0.909,0.0,"Tweet 72: After years of research, scientists have confirmed that liquid water exists on Mars. This could allow humans to fur… https://t.co/IgjBc71bZX"
@CNN,73,Thu Jul 26 04:43:05 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 73: Putin gave Trump an Adidas soccer ball during a news conference last week in Helsinki, Finland -- and the ball may… https://t.co/fgDQI2FEOW"
@CNN,74,Thu Jul 26 04:37:06 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 74: The Trump administration has released $195 million in military aid to Egypt, funds that had been previously withhel… https://t.co/D7qUFf0PPl"
@CNN,75,Thu Jul 26 04:31:00 +0000 2018,0.3182,0.108,0.892,0.0,Tweet 75: This new NASA animation shows the dramatic increase of near-Earth objects. See how many asteroids and comets have c… https://t.co/l219iqGhxa
@CNN,76,Thu Jul 26 04:28:04 +0000 2018,0.4404,0.225,0.775,0.0,Tweet 76: An experimental Alzheimer's drug stirs hope after early trials https://t.co/ytGnF1Ft8F https://t.co/RfdDpqy6o9
@CNN,77,Thu Jul 26 04:23:07 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 77: Ford says it is planning big changes to its core auto business in the coming years, and it will spend big bucks --… https://t.co/2ccXHjxebU"
@CNN,78,Thu Jul 26 04:16:04 +0000 2018,0.3612,0.135,0.865,0.0,"Tweet 78: Jeff Sessions' smile at ""lock her up"" tells us everything | By Peggy Drexler via @CNNOpinion https://t.co/rC2TGt9mYE https://t.co/of8Jep7Btm"
@CNN,79,Thu Jul 26 04:16:00 +0000 2018,0.6597,0.213,0.787,0.0,"Tweet 79: David Thomas waited all his life to see the ocean. With the help of a special beach wheelchair, he finally got the… https://t.co/roe1Z0uEYU"
@CNN,80,Thu Jul 26 04:13:05 +0000 2018,-0.6124,0.0,0.818,0.182,"Tweet 80: Mattel is laying off more than 2,200 employees after a dismal quarter -- 22% of its non-manufacturing workforce.

T… https://t.co/2yHg4HhFVy"
@CNN,81,Thu Jul 26 04:06:06 +0000 2018,-0.3182,0.0,0.892,0.108,Tweet 81: TV host Chris Hardwick will return to his AMC talk shows following an investigation into accusations by his ex-girl… https://t.co/PNKbp0Qqi5
@CNN,82,Thu Jul 26 04:01:07 +0000 2018,-0.6597,0.0,0.759,0.241,"Tweet 82: Failed Republican Senate candidate Roy Moore is suing for defamation, claiming that campaign ads that ran during th… https://t.co/yj7OHFHfHJ"
@CNN,83,Thu Jul 26 04:01:00 +0000 2018,-0.0772,0.126,0.736,0.139,"Tweet 83: President Trump's star on the Hollywood Walk of Fame was destroyed by a man with a pickax earlier today, according… https://t.co/Jagwnb1wN3"
@CNN,84,Thu Jul 26 03:57:08 +0000 2018,-0.7783,0.074,0.586,0.34,"Tweet 84: Police suspect a gang of female thieves has stolen yoga pants worth tens of thousands of dollars.

Several Lululemo… https://t.co/Wnw2YKqTs2"
@CNN,85,Thu Jul 26 03:55:16 +0000 2018,-0.6124,0.096,0.654,0.25,"Tweet 85: RT @CNNTonight: ""I feel like I betrayed my daughter-in-law."" Woman says she regrets voting for Trump after daughter-in-law was deported htt…"
@CNN,86,Thu Jul 26 03:53:07 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 86: ""Just remember, what you're seeing and what you're reading is not what's happening"": Donald Trump and the Ministry… https://t.co/X1tyHop2sf"
@CNN,87,Thu Jul 26 03:53:06 +0000 2018,-0.3612,0.085,0.754,0.161,"Tweet 87: A growing wildfire covering around 3,000 acres of California's San Bernardino National Forest has destroyed homes a… https://t.co/i1AFQZLwmo"
@CNN,88,Thu Jul 26 03:47:07 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 88: Facebook's revenue hit $13.2 billion for the quarter, up 42% from the same period a year prior. But the figure fell… https://t.co/bLvOSjodEW"
@CNN,89,Thu Jul 26 03:46:01 +0000 2018,0.0,0.123,0.755,0.123,"Tweet 89: Malaysian Prime Minister Mahathir Mohamad, who staged a stunning election upset earlier this year to return to powe… https://t.co/WbYt9HJNBw"
@CNN,90,Thu Jul 26 03:34:08 +0000 2018,0.0,0.0,1.0,0.0,Tweet 90: 30 members of Congress have reviewed largely unredacted copies of the highly sensitive surveillance-warrant applica… https://t.co/Ze4PKVf6h3
@CNN,91,Thu Jul 26 03:33:53 +0000 2018,-0.688,0.0,0.779,0.221,"Tweet 91: RT @CuomoPrimeTime: Democratic Sen. @timkaine on Trump-Cohen audio: “That tape is very, very damning and it points out real problems with t…"
@CNN,92,Thu Jul 26 03:33:24 +0000 2018,0.0387,0.05,0.95,0.0,"Tweet 92: RT @CNNTonight: ""We want all the tapes released immediately, not just the tapes relating to Stormy Daniels. But the American people have th…"
@CNN,93,Thu Jul 26 03:31:04 +0000 2018,0.0,0.0,1.0,0.0,Tweet 93: Why India's picking up speed as the next big thing in surfing https://t.co/eIBrE2ZUFW via @CNNTravel https://t.co/sK1Hp15YJg
@CNN,94,Thu Jul 26 03:29:05 +0000 2018,0.0,0.0,1.0,0.0,Tweet 94: 3 reasons why Trump delaying his next Putin meeting is a big deal https://t.co/zRVAWCcgFx https://t.co/ZYq8Q3rMSp
@CNN,95,Thu Jul 26 03:24:02 +0000 2018,-0.2732,0.087,0.773,0.14,Tweet 95: Around 100 firefighters are tackling a blaze on the top floor of a block of flats in northwest London https://t.co/Z2NTyXelWz
@CNN,96,Thu Jul 26 03:21:05 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 96: How the US economy is doing now, in four charts https://t.co/Yg87JaMKv9 https://t.co/TtVQEG6KIZ"
@CNN,97,Thu Jul 26 03:19:04 +0000 2018,0.2023,0.101,0.899,0.0,Tweet 97: New Jersey's top law enforcement official has instructed prosecutors statewide to hold off on pursuing convictions… https://t.co/yUO0dShfd4
@CNN,98,Thu Jul 26 03:18:30 +0000 2018,0.7096,0.219,0.781,0.0,"Tweet 98: RT @CNNTonight: ""Putin clearly has the upper hand here and is, I think the alpha dog in this relationship. I just wonder whether the Russia…"
@CNN,99,Thu Jul 26 03:18:11 +0000 2018,0.0,0.0,1.0,0.0,Tweet 99: RT @CuomoPrimeTime: “Untrue and un-American” @ChrisCuomo reflects on the President calling journalists the “enemy of the people” and tellin…
@CNN,100,Thu Jul 26 03:16:03 +0000 2018,0.0,0.0,1.0,0.0,Tweet 100: The military does not belong to Donald Trump | By Barbara Starr via @CNNOpinion https://t.co/5baUbANnV5 https://t.co/t0vU8Ob5kH
@FoxNews,1,Thu Jul 26 16:26:39 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 1: .@Judgenap: “Impeachment is such a draconian measure, and it's not authorized here.” #Outnumbered… https://t.co/tz6pNIHmqe"
@FoxNews,2,Thu Jul 26 16:23:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 2: Florida man stole IDs of Backstreet Boys member, MLB stars and NBA coach, officials say https://t.co/IzSY1eckGp"
@FoxNews,3,Thu Jul 26 16:20:39 +0000 2018,-0.6486,0.0,0.654,0.346,Tweet 3: White House threatens to sanction Turkey over detained American pastor https://t.co/C8SKItU32a https://t.co/aELXpsUTBu
@FoxNews,4,Thu Jul 26 16:15:01 +0000 2018,0.0,0.0,1.0,0.0,Tweet 4: Rep. Jim Jordan announces run for House speaker https://t.co/g0O3JQ5o4M
@FoxNews,5,Thu Jul 26 16:13:00 +0000 2018,-0.4588,0.124,0.645,0.231,"Tweet 5: .@USNavy's first female admiral, retired Rear Adm. Alene B. Duerk, dead at 98 https://t.co/ylQ4iaHmpw"
@FoxNews,6,Thu Jul 26 16:10:34 +0000 2018,0.0,0.0,1.0,0.0,Tweet 6: BREAKING NEWS: Rep. @Jim_Jordan to seek Speakership in the new Congress. https://t.co/aOkgQiSSDV
@FoxNews,7,Thu Jul 26 16:06:10 +0000 2018,-0.5023,0.056,0.73,0.214,"Tweet 7: .@NancyPelosi: ""They would want to hurt Rosenstein so that they could hurt the Mueller investigation, but hopefully… https://t.co/ywTzvZ3XMO"
@FoxNews,8,Thu Jul 26 16:02:07 +0000 2018,0.0,0.0,1.0,0.0,Tweet 8: .@POTUS in Iowa for tour of community college and workforce development roundtable #Outnumbered https://t.co/cmmNe8i2n5
@FoxNews,9,Thu Jul 26 15:52:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 9: .@AlanDersh: House GOP Making Case for @POTUS's Impeachment With 'Dumb' Move Against Rosenstein… https://t.co/nqx5VYl2av
@FoxNews,10,Thu Jul 26 15:51:53 +0000 2018,0.0,0.0,1.0,0.0,Tweet 10: Happening Now: @POTUS arrives in Iowa for workforce roundtable. https://t.co/rbM9vGQBSN
@FoxNews,11,Thu Jul 26 15:50:21 +0000 2018,0.0258,0.055,0.945,0.0,"Tweet 11: .@RepSwalwell: ""What they're trying to do right now is to reach into an ongoing investigation and turn over evidenc… https://t.co/4uGnWnE6LI"
@FoxNews,12,Thu Jul 26 15:46:52 +0000 2018,-0.4215,0.258,0.385,0.357,Tweet 12: Boy battling cancer granted wish to be firefighter for a day https://t.co/7WQRL5YcBR
@FoxNews,13,Thu Jul 26 15:44:37 +0000 2018,-0.0258,0.0,0.891,0.109,Tweet 13: Former Alaska Airlines pilot sentenced for flying while intoxicated https://t.co/Pdie4aMFzC
@FoxNews,14,Thu Jul 26 15:41:37 +0000 2018,0.1717,0.241,0.574,0.185,Tweet 14: NEWS ALERT: @SpeakerRyan does not support Rosenstein impeachment. https://t.co/pLAQI4hDBN
@FoxNews,15,Thu Jul 26 15:35:11 +0000 2018,0.0,0.0,1.0,0.0,Tweet 15: .@SpeakerRyan holds his weekly news conference. https://t.co/XrTBlDcPre
@FoxNews,16,Thu Jul 26 15:33:59 +0000 2018,0.186,0.223,0.609,0.168,Tweet 16: NEWS ALERT: No Rosenstein impeachment vote in House today. https://t.co/XlKITF0ZZO
@FoxNews,17,Thu Jul 26 15:29:28 +0000 2018,-0.3818,0.0,0.809,0.191,"Tweet 17: .@Judgenap: Move to Impeach Rosenstein Is 'Baseless, Embarrassing for Everyone Involved' https://t.co/YWTjESmsqc"
@FoxNews,18,Thu Jul 26 15:18:43 +0000 2018,0.4215,0.135,0.865,0.0,"Tweet 18: .@VP: ""President Erdogan and the Turkish government, I have a message on behalf of the President of the United Stat… https://t.co/wjNVJJn34q"
@FoxNews,19,Thu Jul 26 15:17:52 +0000 2018,0.0,0.0,1.0,0.0,Tweet 19: RT @FoxBusiness: How an All-Star Dodgers pitcher went from baseball to business  https://t.co/Ug4ZJBPYQx
@FoxNews,20,Thu Jul 26 15:17:49 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 20: RT @FoxBusiness: Facebook, other social networks seem to have peaked in US, Europe: @Varneyco  https://t.co/aqrLj1XQis"
@FoxNews,21,Thu Jul 26 15:17:45 +0000 2018,0.0,0.0,1.0,0.0,Tweet 21: RT @FoxBusiness: Walmart wants Babies R Us consumers following its demise  https://t.co/w4bg4iSqCV
@FoxNews,22,Thu Jul 26 15:17:43 +0000 2018,0.2732,0.259,0.595,0.146,"Tweet 22: RT @FoxBusiness: Facebook shares plunge nearly 20% as revenue, user growth disappoint  https://t.co/5jgeast6sR https://t.co/VmPeeSrLcr"
@FoxNews,23,Thu Jul 26 15:08:48 +0000 2018,0.0,0.0,1.0,0.0,Tweet 23: Conservative's satirical Ocasio-Cortez 'interview' triggers media uproar https://t.co/DupBOfMRfS
@FoxNews,24,Thu Jul 26 15:03:06 +0000 2018,0.5574,0.205,0.795,0.0,Tweet 24: On @foxandfriends. @KellyannePolls had positive words for the trajectory of the country under President… https://t.co/EtLxSnepTl
@FoxNews,25,Thu Jul 26 15:02:49 +0000 2018,0.0,0.0,1.0,0.0,Tweet 25: Coca-Cola is raising soda prices; CEO says consumers likely to feel effect https://t.co/FS4nuqtZQA
@FoxNews,26,Thu Jul 26 15:00:48 +0000 2018,0.0,0.0,1.0,0.0,Tweet 26: SOON: Air Force One touches down in Iowa. https://t.co/ZT2qIOe6Ie
@FoxNews,27,Thu Jul 26 14:57:21 +0000 2018,0.0,0.0,1.0,0.0,Tweet 27: House Democratic Leader @NancyPelosi holds her weekly news conference.  https://t.co/nifXV80m6N
@FoxNews,28,Thu Jul 26 14:54:13 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 28: Sgt. Curtis Whittington demonstrates how Han, a contraband-sniffing German Shepherd, looks for contraband at the Ok… https://t.co/8S0bL16wAh"
@FoxNews,29,Thu Jul 26 14:44:17 +0000 2018,0.7346,0.279,0.721,0.0,"Tweet 29: Attorney General Jeff Sessions: ""My deputy, Rod Rosenstein, is highly capable. I have the highest confidence in him… https://t.co/bogMUeIkwq"
@FoxNews,30,Thu Jul 26 14:40:30 +0000 2018,-0.9001,0.0,0.593,0.407,Tweet 30: Suspect in brutal murder of New York City nurse reportedly found in California hotel with woman tied up https://t.co/VgTuiqa9rG
@FoxNews,31,Thu Jul 26 14:37:04 +0000 2018,0.128,0.097,0.903,0.0,"Tweet 31: .@SenJohnKennedy: ""I said Gorsuch was and is a legal rock star, so is Judge Kavanaugh."" https://t.co/F0XgNi68BE"
@FoxNews,32,Thu Jul 26 14:33:59 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 32: .@SteveScalise: ""We passed a resolution last week to stand up for our ICE agents. They're the people that are keepi… https://t.co/JalLxqwEf0"
@FoxNews,33,Thu Jul 26 14:29:28 +0000 2018,-0.4019,0.0,0.863,0.137,Tweet 33: Boy with autism fights to keep service ducks after town orders family to get rid of them https://t.co/PJfEZlbZzG
@FoxNews,34,Thu Jul 26 14:23:59 +0000 2018,-0.7105,0.0,0.753,0.247,"Tweet 34: .@AlanDersh: ""If you don't like the way Rod Rosenstein is responding to your subpoena, charge him with contempt of… https://t.co/WwfY3dqzQV"
@FoxNews,35,Thu Jul 26 14:16:20 +0000 2018,-0.34,0.0,0.833,0.167,Tweet 35: Demi Lovato exhibited warning signs in days leading up to apparent overdose https://t.co/7qSHr4dsrV
@FoxNews,36,Thu Jul 26 14:11:30 +0000 2018,0.6369,0.244,0.756,0.0,Tweet 36: .@VP Mike Pence and @SecPompeo deliver remarks at Ministerial to Advance Religious Freedom. https://t.co/wjmtqIelfw
@FoxNews,37,Thu Jul 26 14:03:49 +0000 2018,0.4019,0.27,0.629,0.101,"Tweet 37: Cities grappling with safety, legal concerns as electric scooter-sharing craze sweeps country https://t.co/eaJGXtwKaE"
@FoxNews,38,Thu Jul 26 14:01:05 +0000 2018,0.765,0.292,0.708,0.0,Tweet 38: .@judgenap: Farewell to someone I loved with all my heart – who gave me his values and much more https://t.co/Gn3uNki1w3
@FoxNews,39,Thu Jul 26 13:46:00 +0000 2018,-0.2924,0.0,0.892,0.108,"Tweet 39: .@SenJohnBarrasso: ""@POTUS isn't getting the credit he deserves and has earned from the actions that he's been taki… https://t.co/G4HDrRkyeF"
@FoxNews,40,Thu Jul 26 13:43:43 +0000 2018,-0.7105,0.0,0.753,0.247,"Tweet 40: .@AlanDersh: ""If you don't like the way Rod Rosenstein is responding to your subpoena, charge him with contempt of… https://t.co/BYFG7PTPX4"
@FoxNews,41,Thu Jul 26 13:42:53 +0000 2018,-0.128,0.194,0.581,0.226,Tweet 41: 'Mercury in retrograde': Should we expect 3 weeks of bad luck? https://t.co/RR9Gj3AhGs
@FoxNews,42,Thu Jul 26 13:37:00 +0000 2018,0.2732,0.11,0.89,0.0,"Tweet 42: .@kayleighmcenany: ""In a half a century you have not had a president with a willingness to take on remedying this t… https://t.co/P3z4cl8ZaN"
@FoxNews,43,Thu Jul 26 13:35:47 +0000 2018,-0.5267,0.0,0.833,0.167,"Tweet 43: .@AlanDersh: ""It is the most shortsighted - and I have to say stupid - thing I've heard in a long time.""… https://t.co/O5fFHCJnDk"
@FoxNews,44,Thu Jul 26 13:30:00 +0000 2018,-0.0258,0.115,0.765,0.12,Tweet 44: .@RepMaxineWaters Suggests in Church Sermon That She Was Sent by God to Stop President @realDonaldTrump… https://t.co/y7z9lreuwE
@FoxNews,45,Thu Jul 26 13:19:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 45: GOP lawmakers move to impeach Rosenstein; @pdoocy reports. https://t.co/7kAKpOnyAU https://t.co/WOvGCCljbx
@FoxNews,46,Thu Jul 26 13:13:08 +0000 2018,0.4728,0.204,0.796,0.0,"Tweet 46: .@kayleighmcenany: ""There's more economic opportunity today than there was two years ago."" https://t.co/1z5raTSlGd"
@FoxNews,47,Thu Jul 26 13:11:32 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 47: .@kayleighmcenany: ""There are a lot of so-called 'hidden Trump voters.' They don't talk to pollsters. They don't sa… https://t.co/ElnIUKc1ko"
@FoxNews,48,Thu Jul 26 13:10:27 +0000 2018,0.4767,0.341,0.659,0.0,Tweet 48: Poll: @POTUS approval dips in Midwest. https://t.co/SfvjU4SDGb
@FoxNews,49,Thu Jul 26 13:09:56 +0000 2018,-0.5994,0.0,0.804,0.196,Tweet 49: U.S. expecting North Korea to return remains of 55 American soldiers from Korean war; @GregPalkot reports. https://t.co/J0OS11MRq1
@FoxNews,50,Thu Jul 26 13:09:19 +0000 2018,0.2732,0.11,0.89,0.0,"Tweet 50: .@kayleighmcenany: ""In a half a century you have not had a president with a willingness to take on remedying this t… https://t.co/UTXXlLoXOV"
@FoxNews,51,Thu Jul 26 13:07:10 +0000 2018,0.0,0.0,1.0,0.0,Tweet 51: Former McCaskill campaign spokesman is now spokesman for husband's investment company https://t.co/qfRMu1YnE1
@FoxNews,52,Thu Jul 26 13:05:37 +0000 2018,-0.0688,0.208,0.566,0.226,Tweet 52: NEWS ALERT: Bomb explodes outside U.S. embassy in Beijing. https://t.co/BrKzUsXqJ6
@FoxNews,53,Thu Jul 26 12:59:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 53: .@DLoesch: ""We have the right to defend ourselves, not just at home but also when we're out and about."" https://t.co/voQO2EmCEu"
@FoxNews,54,Thu Jul 26 12:54:06 +0000 2018,0.0,0.0,1.0,0.0,Tweet 54: April the Giraffe is pregnant with her fifth calf https://t.co/BuyWvRNs87 https://t.co/QjQ0f1FU38
@FoxNews,55,Thu Jul 26 12:45:00 +0000 2018,-0.7845,0.0,0.566,0.434,Tweet 55: Arizona trooper shot and killed with officer's gun; @ANITAROMANFOX10 reports. https://t.co/9DpxXBNUFh
@FoxNews,56,Thu Jul 26 12:42:20 +0000 2018,0.0,0.0,1.0,0.0,Tweet 56: The sun sets over the Pyrenees mountains near Lac de Payolle after the seventeenth stage of the Tour de France cycl… https://t.co/kYQdRQLrTy
@FoxNews,57,Thu Jul 26 12:38:00 +0000 2018,0.4019,0.162,0.838,0.0,"Tweet 57: .@WilsonWPA: ""[@POTUS] could help Republicans pick up seats in West Virginia, Wisconsin, multiple others."" https://t.co/RjLggx0VlK"
@FoxNews,58,Thu Jul 26 12:30:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 58: .@KellyannePolls: ""I don't understand why [@TheDemocrats]... talk more about abolishing ICE than abolishing ISIS."" https://t.co/fGQ2NjJD7Z"
@FoxNews,59,Thu Jul 26 12:29:47 +0000 2018,-0.5574,0.0,0.753,0.247,"Tweet 59: Trump blasts Twitter's Republican 'shadow banning,' vows to probe 'illegal practice' https://t.co/mLr37r47YG"
@FoxNews,60,Thu Jul 26 12:28:36 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 60: .@DLoesch: ""We have the right to defend ourselves, not just at home but also when we're out and about."" https://t.co/kfCM6hp5EY"
@FoxNews,61,Thu Jul 26 12:18:12 +0000 2018,-0.7579,0.0,0.667,0.333,Tweet 61: .@HeyTammyBruce: America avoided a disaster -- Look at the Clintons and their pal Harvey Weinstein https://t.co/1UwENiimsd
@FoxNews,62,Thu Jul 26 12:14:42 +0000 2018,0.6705,0.355,0.645,0.0,Tweet 62: OPINION: Dear Demi Lovato – A letter of hope from a fellow recovering addict https://t.co/sKBDYOCVnv
@FoxNews,63,Thu Jul 26 11:59:01 +0000 2018,-0.4717,0.0,0.854,0.146,"Tweet 63: .@Varneyco: ""I'm a refugee from Socialism. I just can't see a win for @TheDemocrats if they keep on going left left… https://t.co/tkCYe2K8mb"
@FoxNews,64,Thu Jul 26 11:58:20 +0000 2018,-0.5994,0.0,0.769,0.231,Tweet 64: Marine convicted of involuntary manslaughter in stabbing death of private at Camp Pendleton https://t.co/sUa4Yi32y7
@FoxNews,65,Thu Jul 26 11:49:32 +0000 2018,0.6705,0.297,0.703,0.0,"Tweet 65: On @foxandfriends, @Varneyco praised President @realDonaldTrump's securing of major trade concessions from the EU.… https://t.co/wAQ6DNtZnZ"
@FoxNews,66,Thu Jul 26 11:43:23 +0000 2018,-0.25,0.062,0.825,0.113,"Tweet 66: .@KellyannePolls: ""Under this president's global leadership, America is back. We're no longer on an apology tour. W… https://t.co/dhfktZevJ9"
@FoxNews,67,Thu Jul 26 11:42:28 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 67: Michael Cohen secretly recorded conversation with CNN's Cuomo, telling him he paid Stormy 'on my own': report https://t.co/1ufjxQpkiA"
@FoxNews,68,Thu Jul 26 11:41:37 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 68: .@KellyannePolls: ""I don't understand why [@TheDemocrats]... talk more about abolishing ICE than abolishing ISIS."" https://t.co/znpM7ZQhLS"
@FoxNews,69,Thu Jul 26 11:36:59 +0000 2018,0.3919,0.161,0.839,0.0,"Tweet 69: .@KellyannePolls: ""I don't know what the GDP number will be tomorrow, but I guarantee it won't be the anemic 2% or… https://t.co/Kq8P0D1PeQ"
@FoxNews,70,Thu Jul 26 11:35:50 +0000 2018,-0.296,0.0,0.891,0.109,"Tweet 70: .@KellyannePolls: ""Every time this president is told by the critics and the naysayers and the know-nothings, 'You c… https://t.co/VghoIXahUl"
@FoxNews,71,Thu Jul 26 11:31:46 +0000 2018,0.4215,0.237,0.763,0.0,"Tweet 71: .@corygardner: ""The administration is making progress on trade agreements."" https://t.co/rnfjo30BZy"
@FoxNews,72,Thu Jul 26 11:24:25 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 72: .@RepLizCheney: ""@BarackObama paid $1.5 billion - U.S. taxpayer money - paid the Iranians to get them to enter into… https://t.co/isHOyiwTEu"
@FoxNews,73,Thu Jul 26 11:17:00 +0000 2018,0.5719,0.27,0.73,0.0,"Tweet 73: .@Varneyco: ""The Europeans blinked. Mr. Trump, hard-line Trump, won big."" https://t.co/Ux9AWMPtK6"
@FoxNews,74,Thu Jul 26 11:08:20 +0000 2018,0.5574,0.204,0.796,0.0,"Tweet 74: .@Varneyco: ""The Europeans are going to take our energy. They're going to take our liquefied natural gas. Take that… https://t.co/xLodAn73PP"
@FoxNews,75,Thu Jul 26 11:02:52 +0000 2018,-0.4767,0.0,0.86,0.14,"Tweet 75: ""All it really was is just me expressing my political beliefs.""

Student suspended for Trump border wall Shirt wins… https://t.co/UYSHm44ycZ"
@FoxNews,76,Thu Jul 26 11:02:46 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 76: Addison Barnes: ""I thought to myself, 'You know, this isn't right. I have the First Amendment. I should be able to… https://t.co/k2IDUJxHp3"
@FoxNews,77,Thu Jul 26 10:53:43 +0000 2018,0.2732,0.123,0.877,0.0,"Tweet 77: .@Judgenap: ""The DOJ has a legitimate, lawful basis for keeping certain documents secret in a pending investigation… https://t.co/Pk8NWU6zKc"
@FoxNews,78,Thu Jul 26 10:45:31 +0000 2018,0.0,0.0,1.0,0.0,Tweet 78: .@dallascowboys required to stand for the National Anthem https://t.co/UyIk7GPiIq
@FoxNews,79,Thu Jul 26 10:42:01 +0000 2018,0.0772,0.061,0.939,0.0,"Tweet 79: ""I want a president who's going to rule with an iron fist— finally. Someboy who's going to stand up for America.""… https://t.co/9tx1YDemVu"
@FoxNews,80,Thu Jul 26 10:29:33 +0000 2018,0.8122,0.331,0.669,0.0,"Tweet 80: .@RepLizCheney on Iran nuclear deal: ""It was an agreement that was really giving people false comfort while it prov… https://t.co/RMeZmdSeZ2"
@FoxNews,81,Thu Jul 26 10:25:52 +0000 2018,0.0,0.0,1.0,0.0,Tweet 81: Oregon woman finds mountain lion napping in her home: 'This is wild' https://t.co/iXOWteekGm
@FoxNews,82,Thu Jul 26 10:18:17 +0000 2018,-0.1531,0.0,0.909,0.091,Tweet 82: FOX NEWS FIRST: Republicans move to impeach Rosenstein; Deadline to reunite migrant kids with families looms https://t.co/Cq23jag1rv
@FoxNews,83,Thu Jul 26 10:11:07 +0000 2018,0.0,0.0,1.0,0.0,Tweet 83: .@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/vPFa9Erl9W
@FoxNews,84,Thu Jul 26 10:09:30 +0000 2018,-0.5574,0.0,0.769,0.231,Tweet 84: Ex-California congressman submits proposal to ban noncitizens from voting in state elections https://t.co/zRIGB4dKHb
@FoxNews,85,Thu Jul 26 10:07:07 +0000 2018,0.4019,0.184,0.816,0.0,Tweet 85: Dozens heard Amelia Earhart radio for help after crashing into Pacific: report https://t.co/rVRBQzJ2Ms
